coord_x,coord_y,category
289.47699275071824,456.6240766008405,a
294.38097968417594,473.8173585480847,a
286.71869456993005,425.4397108305294,a
313.8168560721581,395.3371591612962,a
271.0543476766991,428.6063979676984,a
258.6758982960159,412.46640552258793,a
296.73435785138497,434.0058958909833,a
314.9100275674754,438.83364563840564,a
321.9495650833637,426.2585984014823,a
337.90471698873733,357.8681108910428,a
304.09433195333435,412.17765723610614,a
316.3103574409075,365.34962008861896,a
354.9915675780249,377.1766126594292,a
296.44804724268505,382.081211811315,a
333.3453065635724,428.6612454484149,a
286.9923638907493,380.32086991784644,a
336.80293817894596,407.14860860240225,a
286.80816481584975,369.98108907930396,a
295.4330659152917,354.9758680963774,a
310.775340321974,383.20070469425207,a
308.9536999248903,375.3810166347559,a
293.0245285042969,361.8383048454056,a
315.7302993436429,391.8984458340858,a
331.3684895574537,324.8059888519302,a
301.618620808047,335.4440524678753,a
313.0615006386917,311.47211414840183,a
295.7775366329319,351.2614560845392,a
345.6038873992626,356.05344678705694,a
295.15346732987416,355.6883014283816,a
273.48509486627916,356.36553543414607,a
311.7858866803406,370.238727507508,a
346.36839212498614,365.2510075780849,a
318.2234485787199,384.3345272411757,a
334.8494464850816,338.5892072601425,a
265.58969568264126,298.9897171203689,a
341.2859596311433,334.84605546393726,a
306.80700063869733,302.6702426455379,a
320.8951668283136,367.53959977995993,a
308.9996372959652,314.7048304570122,a
288.92740469126056,366.55703028940724,a
289.094290708514,327.1619412801602,a
340.493200214277,333.39786648581145,a
321.1004566092489,320.64321427033383,a
353.3195218204969,308.7930050573084,a
304.45649654776935,309.15293197475523,a
310.16270850268353,353.3129193000442,a
303.7918407300976,315.83770622777854,a
345.63297273334166,298.64009270038497,a
329.30682106021834,310.70115304926514,a
303.4507290732117,341.33959697629564,a
282.40000529126496,246.8113118869079,a
303.04418476440907,329.70758356445384,a
308.527819878525,275.8426865722892,a
287.52665424788665,321.35663021864207,a
255.87070812714364,306.55841294700144,a
265.6127538507405,282.35315670376724,a
306.1204931298191,321.7814124360849,a
268.5988803785786,256.4412210432952,a
236.80941251436502,304.897637335483,a
273.39196830091623,319.63550062279245,a
215.54427595471918,286.3441275237019,a
215.65435802956316,267.77793031123014,a
233.24279370642478,295.7667717772452,a
283.0923440779363,298.1871218222116,a
234.27730561978245,297.8922505816321,a
249.685405574968,279.12991435141475,a
196.20350691158364,274.58669617047417,a
220.62326046857373,311.36884704803424,a
220.50095500400167,297.72913351265794,a
177.90728704894966,290.0485900562411,a
245.40410742651824,305.65944700852003,a
247.11198322701318,289.9875109479026,a
209.60742008020455,273.5368403545011,a
188.64217739760124,294.57640169204535,a
209.5200506100739,254.79399702316638,a
237.70227530654168,260.39717597801706,a
226.65614440507017,275.18595513605953,a
267.22827090183074,297.7739919073637,a
229.69745179117817,313.876778692382,a
242.1632978977197,313.50968612267684,a
170.55614519425885,262.06427217460987,a
244.56939095824112,253.78396319851564,a
227.37861162191285,272.65642949260405,a
229.936942053334,262.4963129183477,a
214.53682420037944,310.1684707795483,a
163.61908303469244,286.8732231932642,a
193.97627601028748,228.84311103787934,a
211.67790624183993,281.0808053650486,a
183.633765394011,279.71817580790093,a
166.87643841151922,236.64607867609675,a
191.12182643172085,235.01289158531205,a
134.4230892640125,238.99445853453352,a
126.57818382701234,250.68837163570183,a
170.13695293476223,290.1752293280409,a
117.15419342232522,222.3487278917877,a
141.31745009116668,257.4066763725755,a
143.5480423631765,234.78047571430022,a
129.52941574984357,269.3700718751741,a
127.95683245338243,263.6350314453689,a
133.94811083934346,291.5243480633761,a
162.64081728943938,250.63566848648065,a
124.53214822572635,295.97170496560443,a
102.19045156045604,264.940768516713,a
116.9029860102308,219.38472029624302,a
117.81912219534358,280.3436473113121,a
107.08418997578254,252.88829151021417,a
81.11666943054973,278.321331904967,a
100.51649872262688,239.9300856104689,a
115.28068680613151,246.5912004784933,a
96.51054619676641,301.8953351386648,a
98.65796125382562,256.45620700596027,a
98.53534576814178,280.51803113240635,a
91.84942775088652,281.6456163606675,a
74.00280257380786,297.8839482209544,a
98.1921262492584,242.57076593810467,a
107.83824328012852,276.70894111526553,a
93.82417330717766,288.60341246382075,a
121.72319243218507,305.33805761515174,a
53.16455283651459,288.4578039969799,a
80.14276084649495,268.2840402846624,a
73.8053431634788,288.2074180652782,a
79.32868565398937,278.12914800803253,a
68.37408000634944,307.1726278172009,a
90.32444724306394,265.55540560287983,a
67.8468031556062,287.66408079588473,a
72.10286369793872,291.75273499054583,a
38.96694214694658,312.45110869229205,a
49.97927777861591,267.0455281281228,a
45.39897470411803,328.6451679935367,a
82.5374916400987,309.74716311077646,a
46.64441789450581,265.9221659264438,a
68.60638476185719,249.34378709901338,a
25.432568184157226,289.1700072680867,a
69.2228436910159,273.4094550263006,a
-18.46212453498422,304.083493061789,a
39.07333161367363,312.27215013310035,a
69.78790825979208,321.97745136875733,a
46.4547800256094,304.8052375184378,a
46.57996163940358,283.9682694906546,a
18.77249741653011,311.54503561023273,a
41.18633495155022,319.7899262186619,a
9.706198202092096,294.38556484864125,a
31.069627916652582,309.7457081630977,a
68.91644088890577,347.0544669948763,a
22.654942783772636,304.22582181084937,a
12.4111036960411,318.95291425950444,a
-3.3053872521751835,276.7829907774321,a
49.91688513680279,297.2373829322208,a
20.378294336030628,264.3220006955607,a
38.578657960637194,255.50638085522817,a
88.69488575520842,287.5631720383958,a
-10.25486849119936,338.090541139194,a
-4.020531715442278,293.2861185202638,a
-14.371215719316062,305.1862410838655,a
18.18745102514342,285.8370574982242,a
64.16317298916178,297.26858975050226,a
37.20092465726823,371.29368090820367,a
8.117769962791803,344.0931249242502,a
-6.723841025150925,271.7874788672733,a
22.56442515597451,317.21200789752487,a
49.30050027473149,306.4622386822581,a
-19.134637209554093,344.19112904637484,a
7.788508089813217,346.9426018254035,a
65.80468359373214,324.4722180071942,a
20.939334981730997,378.0138732700739,a
42.76036760599403,357.08037899983117,a
19.33279326044415,369.2930286823723,a
21.545521412716095,393.7936035057705,a
37.19270129689074,319.16344431915286,a
51.16864496621433,348.3832629471387,a
-9.583583166429378,377.62103993898324,a
25.02639312667037,396.89217651276886,a
14.002677257258044,379.21260786137526,a
20.079876608080284,423.1246587459991,a
26.090619437683216,402.4243657535407,a
16.268661347019645,384.7247434487789,a
33.055236609535015,427.3084621082567,a
1.3993892582957699,417.0680072583791,a
46.72185562287235,385.22387381156943,a
14.375911478322106,371.325534283617,a
43.740656984022884,400.5425247769063,a
16.90409494096116,415.43971684357984,a
0.9957021020448344,391.4225448789183,a
20.151273578859794,428.3306505782871,a
32.17056536542916,427.3216140797266,a
1.9457859693814754,383.76886677772825,a
39.669631076403306,389.2181290792576,a
20.731075404180494,407.9801773376385,a
49.84533092022255,397.3028126250664,a
35.60040418388288,452.13867023200436,a
17.75011877443221,412.64391350559134,a
74.05624576413447,380.11251069113285,a
54.58024844153043,460.21885583865907,a
30.666994017613696,405.6253127277126,a
34.22743921032164,428.9691004704297,a
57.946346358790045,413.62716316681275,a
44.38662981948818,365.4390494712318,a
102.82498973662254,405.5722307590644,a
76.32931827636878,395.2530026309128,a
41.867581587887805,426.0391766850987,a
49.49541488490645,460.90717379830244,a
67.70662330647082,441.39743937504045,a
88.76763221455431,445.96897622548227,a
71.22104205171469,437.79553582700015,a
70.59704015306318,462.5648429369286,a
55.58309030414689,431.2224687628395,a
78.75436144105926,479.8937102657238,a
82.79507852460978,455.233340697746,a
79.10229870881119,383.74727783579067,a
93.32669359182681,439.19411557699146,a
82.71276722534931,432.6219128524014,a
105.01778075567455,406.05862677857,a
118.31126640157314,422.25335682914664,a
106.4950935166568,443.35846848940866,a
63.18341849828647,404.1294620236357,a
106.82719484811994,448.8549522734385,a
76.67899732472918,459.3970523807576,a
88.0995550292851,454.73995263218376,a
158.3998921626242,437.63640773464306,a
91.11244870265529,439.0833141998715,a
127.69735333156589,397.42642705327216,a
120.82826409908012,436.70109365039946,a
175.494322727992,446.0072008882281,a
177.33335360250322,481.0626227838471,a
114.50981753993601,462.45019461463124,a
72.59761097986507,463.0878227307328,a
148.57791479992486,425.55271859408424,a
161.79871266510892,476.3589238729196,a
110.2185221611459,510.56026639020143,a
130.85288697701432,392.62972945107344,a
148.9731176634368,410.24574048783063,a
157.7406603669995,467.67383360795054,a
131.90567697347626,453.57126626478845,a
115.61104939521604,473.8347903667802,a
162.81143177583698,481.0137724178301,a
149.18322909024386,425.1977581748917,a
174.68532206427074,479.3377613923962,a
108.33102156847143,436.2187311670948,a
138.73001121320553,437.0799917586944,a
75.39650368756026,432.40914977174157,a
134.67800290468233,492.16830090179457,a
118.02904679065061,461.9455807267213,a
100.8456704865711,452.79822016143083,a
119.94710298158047,473.9348935674864,a
144.37596018050084,449.4754232255148,a
143.42769873074752,463.4125653707405,a
94.35553317370369,465.2750128384288,a
129.73658253308983,504.63128921658625,a
119.26164997451598,435.49483357733203,a
109.3832383398187,481.1359561227298,a
94.46450966203223,442.1608713637868,a
96.70860497716795,422.87264052572453,a
96.78290679070477,461.7550875834991,a
90.87262310553072,479.46748371895967,a
99.17391799629463,499.32708556539234,a
114.50411189996345,427.81937282847247,a
64.21523201550734,489.78195141503295,a
93.39451643133356,489.55392809487535,a
78.58956935510557,474.81617136993566,a
60.375904503231304,466.20243061122665,a
97.06643694936186,474.69137856176366,a
93.51285733110777,456.1767786070029,a
73.53383752207597,474.26856845920804,a
81.05585575407915,435.803427212599,a
146.14085426394374,451.99394519936754,a
152.98911790210082,470.4610950452899,a
161.41068226079693,452.0520129678539,a
140.82174185000295,438.63415241267313,a
196.67839138514358,413.2134035412269,a
147.44677930881224,409.45385423873034,a
189.36901245055734,429.807902985336,a
154.86096779336245,428.5313670490449,a
155.8590372061276,422.9936377752729,a
243.88907134999778,394.3846996090357,a
133.5188480343914,459.1671815806024,a
164.03197129136007,425.1942412203756,a
213.01410019389314,371.90012740955615,a
215.85395314631887,435.7272600254238,a
221.61201609347364,370.3622685861244,a
224.78755469829156,461.024342535229,a
196.07083624620623,405.473966137888,a
204.74390958222494,414.28418882868976,a
242.18334690923157,468.2332017709691,a
215.602057756998,432.02649492575654,a
261.63920101218224,446.00364388132226,a
251.72267659981318,392.45858005262187,a
200.63020355014868,402.69686663375984,a
225.37571643571664,403.68035397553115,a
246.9797058330049,437.6980004426226,a
274.79270647979223,424.7410227806963,a
244.73324781481705,403.61508233301265,a
263.7425630280216,426.70002835694845,a
247.56802816935587,358.85888353985376,a
271.53347417598604,447.68773037635304,a
284.49671663962795,394.576764318419,a
297.2127989885064,378.5068143338594,a
317.1523120844725,367.1826359870453,a
269.6785116112486,390.2147181826413,a
274.22612515319236,425.40304393180645,a
263.1100267737893,411.073306719289,a
273.8307086728963,367.53165899073804,a
271.1303424035337,382.6286753433194,a
242.7243634643827,420.87119217465096,a
264.1464742142602,337.7945576532737,a
340.1085376633918,438.9762480925524,a
275.21107899958105,368.50963959328783,a
275.5984191983218,351.5815058407274,a
286.4389803309905,390.2703899416545,a
247.4877467095599,368.057152149173,a
293.6597830505068,347.94384971770336,a
250.75161577587508,356.75454949176515,a
286.38738874039143,374.1606002107197,a
279.02610985179246,392.19765533616874,a
269.0540973411703,355.0969904981198,a
245.15508617517423,351.6415081514864,a
236.44835660474803,380.3078625890781,a
263.72391372618495,354.7788808389693,a
279.5943424538677,290.0356723563483,a
249.91676000472697,369.23586729007536,a
264.07870071972496,365.8943990928379,a
232.3656166766962,353.8475549922799,a
237.5297075949766,353.6731238867153,a
264.79970999125993,357.2846124521485,a
262.3310780260405,265.3370956837912,a
273.2827513832338,335.0468499362761,a
239.36562799562915,331.78130433938145,a
286.93633781104376,333.76409710232144,a
256.73482508461643,321.39867471969796,a
249.28683591884024,340.85367352013964,a
222.08692219716872,286.7280209787623,a
237.48250782734198,329.7255166558699,a
245.3313456121145,341.57210566445076,a
204.41411780401563,311.7336075800208,a
212.3974680138247,313.1916602531853,a
267.9709490285444,293.4842814614804,a
200.81650208460596,355.8310478696786,a
190.68508978761858,285.8223423571437,a
184.49300196592537,313.82358782969726,a
186.28850486416684,335.4723409037107,a
215.17032549200803,282.1745334651538,a
181.15675268854545,353.1754812939688,a
173.24533544026025,339.28776398837374,a
163.01381964378632,320.31402730544403,a
175.76520748259335,280.615448190748,a
201.683475558162,263.68165008932687,a
119.08297708892835,282.9973315907017,a
145.9871094366341,287.0092354975146,a
171.07150026191854,270.9396099409146,a
165.30845096738656,273.09783551456655,a
169.77048499321262,280.5610755719641,a
204.11153312953184,273.1125133210654,a
166.86300620193668,318.9976960388947,a
172.5990253194749,273.28283201530814,a
166.0146301795696,224.17142856256936,a
179.55482262199115,290.86986903313095,a
171.55157832815897,356.5926397882761,a
174.8533259915462,298.32576682103854,a
130.62582672869337,302.32352600044044,a
169.31268525980585,256.5996223334129,a
141.75706939439416,286.3246757752186,a
181.05427476445126,298.1617997696111,a
144.64194373111317,269.3300241116327,a
162.55975063078557,302.9012669499392,a
131.40360411762828,301.8822374241061,a
132.27814048592998,250.62362631428095,a
176.30631065772852,311.1272555610101,a
173.55166573260016,300.44326279730075,a
126.3166917634737,271.68969953594467,a
218.75608445401474,317.2624709920291,a
151.29123222356276,221.21519437025592,a
155.85422559556466,283.17032435362876,a
151.28808906278607,295.73816387858596,a
139.7947126588504,249.6214850503374,a
101.36010414548113,253.0106963410061,a
165.9674700298054,291.46240861864476,a
132.3759211311632,227.7079035960299,a
157.91686907125919,256.305165707057,a
125.79797718157728,283.3081600431132,a
145.65711474965417,268.4646077889523,a
170.92123282251538,272.42203478926206,a
170.95924283960608,312.6012772092794,a
177.90636202514165,278.5471352652213,a
108.07066004659747,284.8618092542034,a
94.19507423198104,347.7738969597837,a
104.65044953407538,278.85642324215667,a
107.116988352133,293.024773820741,a
143.7743099549625,329.2332415617634,a
73.72881421376758,289.136287816592,a
104.71986543811455,311.00479611424515,a
76.69819014602515,383.48634379300677,a
81.60150811347704,304.72808326904646,a
115.8822898370946,338.6274541487934,a
93.71769884659882,314.5032713176392,a
79.71179175502834,322.14552604300525,a
88.41078946146479,288.14744805464784,a
65.69118398441432,355.248221415118,a
92.13961634882307,317.2532233379754,a
62.93779334781779,352.4899038268088,a
70.16390135675749,326.9882202029727,a
-2.1892010563608864,340.93153599362046,a
99.2707084457105,315.97188808571167,a
62.52793157380289,303.3953436642753,a
45.447964238159045,263.8477005378248,a
56.21685936518673,297.2592380091151,a
73.89489407933793,312.9314835950081,a
42.10101056261958,342.25752615501756,a
43.9046395479791,380.65935831925435,a
68.40601778794425,347.82265005152044,a
24.335744770546643,339.94774617219946,a
49.24727318695943,318.67162433586327,a
22.039773793247175,387.5878712589189,a
41.438473354852654,413.90815098750113,a
27.19825422548122,360.14142319349656,a
87.44498155324135,377.16538336910855,a
54.0932292927968,295.68804111417234,a
74.60005280623093,368.1273600862096,a
98.59700934540425,360.27681157858103,a
64.90224043382243,366.5530473838995,a
70.75151955991454,375.9250635969754,a
34.1856188015882,353.43291811427116,a
46.68510886426608,349.81434328529997,a
94.01802450777839,360.8834714807301,a
54.954819202022534,377.4860869975149,a
76.47449851715014,374.9901891609768,a
88.74536862757286,335.9715889623333,a
83.51754338118722,334.7191295965688,a
99.736454078778,392.9283953794544,a
101.06070996173897,327.1394280023168,a
124.29603282874201,404.75323473247033,a
73.11962942573258,410.99961338092623,a
97.7299812753835,380.8368914503987,a
116.38519811297603,402.7442050699535,a
89.26401294458506,398.971599500223,a
165.37280551439068,410.3014170551811,a
192.1123829028238,394.78576339783666,a
167.23876803295974,377.7321331344752,a
146.69447924072077,401.7555687574436,a
124.74915247993133,378.91898177245685,a
174.7252812807921,396.1518336660839,a
185.37160183888736,382.55470804844356,a
165.45944485588365,397.77218738226907,a
181.97027856425956,451.7311430597358,a
201.45175981126596,384.67415846550904,a
204.7461849117212,391.60391503115267,a
174.34838020765386,388.3811526443046,a
189.4446861890327,401.03330045394824,a
230.67282836005796,449.13906017681586,a
186.86932089893708,388.4078830291346,a
204.19119752234155,391.92258920632173,a
255.49470212954822,448.3277522381766,a
210.42651829024683,332.1060323901021,a
247.5736806678772,343.3755276375914,a
274.4057876018764,375.080320543863,a
242.48233760434266,370.0119313242931,a
243.17314199790633,342.3285163431517,a
229.05028951478195,349.77041363705337,a
224.06199682796108,384.62064792524836,a
214.40179035150956,349.58452782224487,a
186.5076387330411,350.9251028358958,a
241.7275417161592,376.15863074573065,a
264.74576846652803,313.6455799639499,a
253.16998368315961,370.4070205104432,a
241.97519317724945,348.2945923889564,a
199.36781953291506,403.24176364286313,a
223.47869883223075,365.17149662257776,a
259.060875167929,362.3740145089265,a
240.1627766251821,338.13171574099874,a
206.26632280257456,324.9481120855839,a
157.44226176683074,373.6659813363563,a
207.1483445632073,424.7159932020671,a
183.12052415589156,350.3254944617862,a
151.5202032182487,383.01242517335845,a
185.680230056953,346.8192717435983,a
155.05084354551272,338.56889071844466,a
192.68074228780142,367.2004415740016,a
167.42627578040666,364.9411359919116,a
170.19557038862274,360.25484365203073,a
153.12499092166976,369.37430837046327,a
161.31530855013173,370.433635865854,a
142.63939524596475,392.104989572151,a
105.65943776841425,325.8248776495145,a
153.37243493521729,341.2088792433971,a
104.5288862507608,336.08662809326256,a
156.29921861525037,336.7008827366243,a
124.0041650516347,348.91395614382975,a
99.39687126325983,352.2262198941896,a
128.18961505429095,319.5373750316911,a
134.11777751834097,329.1050920766104,a
108.15822175637658,325.8766087962989,a
135.13930624301702,326.85487126772244,a
94.93892822627208,294.65510267777546,a
137.90467178035283,301.27755689392734,a
129.5831657218768,338.0335327085191,a
167.4143035239881,324.73021510204273,a
117.03328967985479,311.0667177530125,a
164.31036262351336,360.4004414567944,a
162.2042251274022,369.4409150047049,a
170.48509349705662,347.423482500704,a
153.31650978415598,346.1040704103393,a
162.3916745955285,350.4375638144601,a
190.7059073403877,334.9951085724237,a
187.97039618393978,353.52524662064997,a
175.28599100173858,360.8684352184743,a
186.4976182099465,347.7132127743887,a
153.5891214059871,337.4334386695394,a
169.03962153055528,292.9579920297794,a
161.17362665406583,400.5141457814567,a
165.07896730429712,364.4060319581746,a
167.21110664146,395.1338117727702,a
139.31730092691066,314.46725110321677,a
162.34552095910158,382.8798050164858,a
132.54472563422829,340.4831298492063,a
136.2189603724895,380.3604031453161,a
126.42392245610904,380.5239070763423,a
146.727453943184,348.9130080894772,a
97.77133959404276,385.88549047146,a
71.65729447740023,402.2493201801361,a
118.74566971236598,318.54735018205236,a
166.11632616627384,372.21077771639557,a
150.76084056195074,342.55739384621825,a
222.22277563130478,353.79941892643933,a
186.67036708664222,406.7530032279212,a
169.16158988055562,433.051624426246,a
238.72487096863912,380.3532204860521,a
249.4476540612734,397.4674278903042,a
198.76679044249846,350.14262087870975,a
160.84578274995965,395.6222667171422,a
187.13118377221613,360.21854408176955,a
228.76931563831212,403.0137648757968,a
227.16221937789652,401.926267955538,a
191.97559505351396,401.57250688233415,a
233.19108128364402,390.6975067011934,a
242.35346430249112,401.3234212471888,a
-5.6132634477199055,213.9035664682915,b
52.325750908459604,185.19680791614866,b
31.451305974731785,226.46808614261266,b
48.04403052293722,165.53183489468626,b
23.02143128636223,177.27521713192755,b
45.41316185480399,181.47936466145615,b
-13.56831239871638,156.8656645488457,b
33.6223062267504,196.7044729746098,b
62.7971070090225,182.86629739016297,b
42.13071722624029,146.60380980380762,b
35.49387634086304,166.80449716859863,b
74.22851798403485,185.11287411054565,b
82.67320208149974,246.22512550218494,b
80.25775152530196,185.97843675035642,b
141.89900094790335,164.37972131352353,b
106.10674803338708,156.0653864745883,b
116.5436575264302,193.81251069585375,b
111.90104572429951,163.6283648773304,b
74.00151708602246,193.13216315953468,b
123.81023301003275,201.5867329666429,b
86.17777649943055,164.27533632458483,b
97.05214282900629,155.52869100010582,b
84.10851429651002,157.88010651787636,b
99.91342026059804,172.70413352594983,b
127.4275788717092,156.38182279205546,b
189.5185414413833,209.6397213068252,b
127.21910538873794,179.52600927042215,b
158.3841596656175,149.50714775074061,b
146.39472470390444,161.11454982813575,b
180.90344413357994,200.05790418014482,b
151.48224156828806,179.21236356546797,b
128.31860667928703,146.90859829888973,b
184.25959812962873,152.2163601664094,b
152.54415424314786,136.2448204933885,b
146.02003081320606,153.46027828084954,b
119.17387737884142,169.20512124212888,b
108.56136632914033,159.79920248194128,b
131.51689524214748,161.43194822566704,b
136.19520787622895,154.79190656520376,b
154.57167926749608,195.92289515254356,b
115.32302937559498,159.3274180662229,b
110.21701704850045,147.11592439557984,b
162.61607150610575,122.97673628318591,b
139.40336992574174,144.98809115129797,b
160.97793967525337,200.3496089644313,b
108.08683608013837,149.65815469368522,b
212.38762311038118,162.90969216537042,b
180.61113770327262,112.97048253793292,b
132.8104544348318,99.22326128937999,b
188.23208240973656,161.5910498703671,b
120.96645662554552,147.51316229638525,b
191.35857730441145,183.90533313199137,b
225.03109618297714,130.33961021622395,b
167.66578895737072,120.31281686860922,b
158.81536274582382,196.700055880298,b
145.2298307853859,176.2709220363286,b
173.36553747649543,157.71889227067703,b
184.66632029347437,176.02680745894787,b
169.11292219104595,176.71747911063682,b
186.08020460894835,132.9074493435914,b
199.06705958898667,150.98729055380727,b
209.31583394826632,186.8960494469501,b
181.73007803129508,135.03623855344796,b
183.0581114187399,139.72404683355347,b
175.01698080195092,149.36650164151598,b
172.4040682227724,146.0108797100126,b
189.90376282849502,164.55849831852015,b
212.66577532239864,222.0818684161635,b
227.28960677165247,162.33685171698284,b
193.23979536339613,205.18654921712664,b
151.70128565315292,169.37760827757756,b
151.51530398497096,174.45938414046333,b
192.5936246926352,170.92040842059976,b
216.94559333038916,160.43777019538805,b
212.77801034359618,205.7543655681646,b
209.60545726790917,174.82451120384962,b
233.0619550210534,182.817883849057,b
228.52803113950566,167.58975735181264,b
239.8363944297568,165.63729595131178,b
228.19608450403354,163.06998278095534,b
188.73851659296236,214.810945498264,b
185.48949595848774,153.28636296265825,b
248.25295496060005,203.76608470887163,b
214.84729591224786,155.70427067864352,b
273.12871083340076,160.44646412551026,b
226.31295740832323,131.60678356423512,b
182.9818891577037,142.0629503913559,b
241.76042441555822,203.0819254050495,b
247.3309342130735,164.33566352159227,b
252.7790156824613,169.54979594523303,b
188.48185076978177,173.53480698374557,b
242.20702427823372,163.20884312948579,b
246.59765614107064,173.56467509642874,b
257.573995859905,183.22547116961977,b
214.83232735352757,220.07401559921817,b
244.81528778173666,170.48261956224076,b
271.5350887670313,151.72855157270305,b
198.889553043147,145.42615689844604,b
235.5150765632197,207.77639348972792,b
245.2970201132835,177.09566388538923,b
236.65881003118977,161.19148889076087,b
286.8788192664581,152.88264361289765,b
252.51391906642505,209.42190410387803,b
204.61811242072375,136.54952640863047,b
266.03812504197543,199.31717336826654,b
280.0759602494317,211.83162223429366,b
166.72845595758054,171.9856933414074,b
256.7898528719428,193.29426738173737,b
262.31615400600106,194.28938518625228,b
273.4643442938117,162.38436756675173,b
278.9569551709365,170.1230214313856,b
258.46951757984704,170.82130733721903,b
249.71279291368404,153.64688490125405,b
250.73915566986054,170.91551479967006,b
319.3391194880996,215.79137451052986,b
290.18997135726585,148.491052442544,b
217.29169197643688,109.8398895045421,b
277.4584162870061,171.57731038295458,b
211.77921443265768,129.06260530545524,b
293.80226239721435,130.34686995239542,b
290.1321282676552,144.77569473089767,b
332.04114606620163,170.36177373580136,b
314.70333513654936,187.15666752410533,b
302.7320267829971,180.3886993715654,b
270.46098156147,165.44576672879379,b
303.42809224458824,224.98529181873232,b
262.2805422157845,210.4375346741826,b
350.64818918679407,171.98314389680218,b
366.3232609475015,229.06167316491417,b
291.7651973737554,158.40004735392245,b
323.2619832376821,162.62079999933042,b
273.6334776228406,188.65774115374347,b
320.0900285792726,140.51297730606018,b
331.4006208549,149.4709275904753,b
302.7125955127623,145.97834927567715,b
271.5845189462711,175.82082707747122,b
301.04179464038754,159.10148600401425,b
312.37901520943063,159.61772702431756,b
279.8500704330541,155.86989958880912,b
319.76681191626153,150.96058578111757,b
315.07639473902015,182.45108183708192,b
301.6240750771972,195.2363652068562,b
334.3097614750701,205.2775164301736,b
322.90555486573083,150.67588396236135,b
332.4300130435643,197.18486708326708,b
321.929046810268,191.49987219348998,b
304.8457226750201,189.87569711631636,b
337.5227663533655,178.43629169572716,b
345.37627096664886,122.3624479083253,b
294.25045621805384,171.52495238958653,b
301.41663513050815,194.40750080826945,b
336.51146585361914,151.10904090486832,b
310.46292316842613,198.63676653229805,b
362.9992211777709,145.9442043564444,b
324.70548717540504,200.20929084531764,b
327.57651822137944,153.71250369083123,b
